round_number,home_team_name,away_team_name,home_team_goals,away_team_goals
34,Sheffield Utd,Burnley,1,4
34,Wolverhampton,Arsenal,0,2
34,Everton,Nottingham,2,0
34,Aston Villa,Bournemouth,3,1
34,Crystal Palace,West Ham,5,2
34,Fulham,Liverpool,1,3
29,Arsenal,Chelsea,5,0
29,Wolverhampton,Bournemouth,0,1
29,Crystal Palace,Newcastle,2,0
29,Everton,Liverpool,2,0
29,Man United,Sheffield Utd,4,2
29,Brighton Hove,Man City,0,4
35,West Ham,Liverpool,2,2
35,Fulham,Crystal Palace,1,1
35,Man United,Burnley,1,1
35,Newcastle,Sheffield Utd,5,1
35,Wolverhampton,Luton Town,2,1
35,Everton,Brentford,1,0
35,Aston Villa,Chelsea,2,2
35,Bournemouth,Brighton Hove,3,0
35,Tottenham,Arsenal,2,3
35,Nottingham,Man City,0,2
26,Chelsea,Tottenham,2,0
36,Luton Town,Everton,1,1
36,Arsenal,Bournemouth,3,0
36,Brentford,Fulham,0,0
36,Burnley,Newcastle,1,4
36,Sheffield Utd,Nottingham,1,3
36,Man City,Wolverhampton,5,1
36,Brighton Hove,Aston Villa,1,0
36,Chelsea,West Ham,5,0
36,Liverpool,Tottenham,4,2
36,Crystal Palace,Man United,4,0
37,Fulham,Man City,0,4
37,Bournemouth,Brentford,1,2
37,Everton,Sheffield Utd,1,0
37,Newcastle,Brighton Hove,1,1
37,Tottenham,Burnley,2,1
37,West Ham,Luton Town,3,1
37,Wolverhampton,Crystal Palace,1,3
37,Nottingham,Chelsea,2,3
37,Man United,Arsenal,0,1
37,Aston Villa,Liverpool,3,3
34,Tottenham,Man City,0,2
34,Brighton Hove,Chelsea,1,2
34,Man United,Newcastle,3,2
38,Arsenal,Everton,2,1
38,Brentford,Newcastle,2,4
38,Brighton Hove,Man United,0,2
38,Burnley,Nottingham,1,2
38,Chelsea,Bournemouth,2,1
38,Crystal Palace,Aston Villa,5,0
38,Liverpool,Wolverhampton,2,0
38,Luton Town,Fulham,2,4
38,Man City,West Ham,3,1
38,Sheffield Utd,Tottenham,0,3
