round_number,home_team_name,away_team_name,home_team_goals,away_team_goals
16,Man City,SWANSEA,2,1
16,West Ham,STOKE,0,0
16,Crystal Palace,Southampton,1,0
16,Bournemouth,Man United,2,1
16,Aston Villa,Arsenal,0,2
16,Liverpool,WEST BROM,2,2
16,Tottenham,Newcastle,1,2
16,Leicester City,Chelsea,2,1
17,Southampton,Tottenham,0,2
17,STOKE,Crystal Palace,1,2
17,Chelsea,SUNDERLAND,3,1
17,Everton,Leicester City,2,3
17,WEST BROM,Bournemouth,1,2
17,Man United,NORWICH,1,2
17,Newcastle,Aston Villa,1,1
17,WATFORD,Liverpool,3,0
17,SWANSEA,West Ham,0,0
17,Arsenal,Man City,2,1
18,STOKE,Man United,2,0
18,Aston Villa,West Ham,1,1
18,Liverpool,Leicester City,1,0
18,Man City,SUNDERLAND,4,1
18,SWANSEA,WEST BROM,1,0
18,Chelsea,WATFORD,2,2
18,Tottenham,NORWICH,3,0
18,Bournemouth,Crystal Palace,0,0
18,Newcastle,Everton,0,1
18,Southampton,Arsenal,4,0
19,Everton,STOKE,3,4
19,WEST BROM,Newcastle,1,0
19,NORWICH,Aston Villa,2,0
19,Crystal Palace,SWANSEA,0,0
19,WATFORD,Tottenham,1,2
19,Arsenal,Bournemouth,2,0
19,Man United,Chelsea,0,0
19,West Ham,Southampton,2,1
19,Leicester City,Man City,0,0
19,SUNDERLAND,Liverpool,0,1
20,West Ham,Liverpool,2,0
20,Man United,SWANSEA,2,1
20,NORWICH,Southampton,1,0
20,Leicester City,Bournemouth,0,0
20,SUNDERLAND,Aston Villa,3,1
20,Arsenal,Newcastle,1,0
20,WEST BROM,STOKE,2,1
20,WATFORD,Man City,1,2
20,Crystal Palace,Chelsea,0,3
20,Everton,Tottenham,1,1
21,Aston Villa,Crystal Palace,1,0
21,Newcastle,Man United,3,3
21,Bournemouth,West Ham,1,3
21,Man City,Everton,0,0
21,SWANSEA,SUNDERLAND,2,4
21,STOKE,NORWICH,3,1
21,Chelsea,WEST BROM,2,2
21,Southampton,WATFORD,2,0
21,Liverpool,Arsenal,3,3
21,Tottenham,Leicester City,0,1
22,Tottenham,SUNDERLAND,4,1
22,Man City,Crystal Palace,4,0
22,Newcastle,West Ham,2,1
22,Chelsea,Everton,3,3
22,Southampton,WEST BROM,3,0
22,Bournemouth,NORWICH,3,0
22,Aston Villa,Leicester City,1,1
22,Liverpool,Man United,0,1
22,STOKE,Arsenal,0,0
22,SWANSEA,WATFORD,1,0
23,NORWICH,Liverpool,4,5
23,WEST BROM,Aston Villa,0,0
23,Man United,Southampton,0,1
23,Leicester City,STOKE,3,0
23,Crystal Palace,Tottenham,1,3
23,WATFORD,Newcastle,2,1
23,SUNDERLAND,Bournemouth,1,1
23,West Ham,Man City,2,2
23,Everton,SWANSEA,1,2
23,Arsenal,Chelsea,0,1
24,Arsenal,Southampton,0,0
24,NORWICH,Tottenham,0,3
24,Leicester City,Liverpool,2,0
24,West Ham,Aston Villa,2,0
24,SUNDERLAND,Man City,0,1
24,WEST BROM,SWANSEA,1,1
24,Man United,STOKE,3,0
24,Crystal Palace,Bournemouth,1,2
24,Everton,Newcastle,3,0
24,WATFORD,Chelsea,0,0
25,Man City,Leicester City,1,3
25,Aston Villa,NORWICH,2,0
25,Liverpool,SUNDERLAND,2,2
25,SWANSEA,Crystal Palace,1,1
25,Newcastle,WEST BROM,1,0
25,STOKE,Everton,0,3
25,Tottenham,WATFORD,1,0
25,Southampton,West Ham,1,0
25,Bournemouth,Arsenal,0,2
25,Chelsea,Man United,1,1
26,SUNDERLAND,Man United,2,1
26,SWANSEA,Southampton,0,1
26,Everton,WEST BROM,0,1
26,NORWICH,West Ham,2,2
26,Crystal Palace,WATFORD,1,2
26,Bournemouth,STOKE,1,3
26,Chelsea,Newcastle,5,1
26,Arsenal,Leicester City,2,1
26,Aston Villa,Liverpool,0,6
26,Man City,Tottenham,1,2
27,West Ham,SUNDERLAND,1,0
27,STOKE,Aston Villa,2,1
27,Leicester City,NORWICH,1,0
27,Southampton,Chelsea,1,2
27,WATFORD,Bournemouth,0,0
27,WEST BROM,Crystal Palace,3,2
27,Man United,Arsenal,3,2
27,Tottenham,SWANSEA,2,1
27,Newcastle,Man City,1,1
27,Liverpool,Everton,4,0
28,Aston Villa,Everton,1,3
28,SUNDERLAND,Crystal Palace,2,2
28,NORWICH,Chelsea,1,2
28,Leicester City,WEST BROM,2,2
28,Bournemouth,Southampton,2,0
28,Arsenal,SWANSEA,1,2
28,STOKE,Newcastle,1,0
28,West Ham,Tottenham,1,0
28,Liverpool,Man City,3,0
28,Man United,WATFORD,1,0
29,Tottenham,Arsenal,2,2
29,Man City,Aston Villa,4,0
29,SWANSEA,NORWICH,1,0
29,Newcastle,Bournemouth,1,3
29,Chelsea,STOKE,1,1
29,Everton,West Ham,2,3
29,Southampton,SUNDERLAND,1,1
29,WATFORD,Leicester City,0,1
29,Crystal Palace,Liverpool,1,2
29,WEST BROM,Man United,1,0
30,NORWICH,Man City,0,0
30,STOKE,Southampton,1,2
30,Bournemouth,SWANSEA,3,2
30,Aston Villa,Tottenham,0,2
30,Leicester City,Newcastle,1,0
30,West Ham,WATFORD,3,1
30,Man United,Crystal Palace,2,0
30,Arsenal,WEST BROM,2,0
30,SUNDERLAND,Everton,3,0
30,Liverpool,Chelsea,1,1
31,Everton,Arsenal,0,2
31,Chelsea,West Ham,2,2
31,WEST BROM,NORWICH,0,1
31,Crystal Palace,Leicester City,0,1
31,WATFORD,STOKE,1,2
31,SWANSEA,Aston Villa,1,0
31,Newcastle,SUNDERLAND,1,1
31,Southampton,Liverpool,3,2
31,Man City,Man United,0,1
31,Tottenham,Bournemouth,3,0
32,Aston Villa,Chelsea,0,4
32,Bournemouth,Man City,0,4
32,SUNDERLAND,WEST BROM,0,0
32,Arsenal,WATFORD,4,0
32,STOKE,SWANSEA,2,2
32,NORWICH,Newcastle,3,2
32,West Ham,Crystal Palace,2,2
32,Liverpool,Tottenham,1,1
32,Leicester City,Southampton,1,0
32,Man United,Everton,1,0
33,West Ham,Arsenal,3,3
33,Aston Villa,Bournemouth,1,2
33,SWANSEA,Chelsea,1,0
33,Southampton,Newcastle,3,1
33,Crystal Palace,NORWICH,1,0
33,WATFORD,Everton,1,1
33,Man City,WEST BROM,2,1
33,SUNDERLAND,Leicester City,0,2
33,Liverpool,STOKE,4,1
33,Tottenham,Man United,3,0
34,NORWICH,SUNDERLAND,0,3
34,Newcastle,SWANSEA,3,0
34,Everton,Southampton,1,1
34,WEST BROM,WATFORD,0,1
34,Man United,Aston Villa,1,0
34,Chelsea,Man City,0,3
34,Leicester City,West Ham,2,2
34,Bournemouth,Liverpool,1,2
34,Arsenal,Crystal Palace,1,1
34,STOKE,Tottenham,0,4
35,Crystal Palace,Everton,0,0
35,Man City,STOKE,4,0
35,Aston Villa,Southampton,2,4
35,Liverpool,Newcastle,2,2
35,Bournemouth,Chelsea,1,4
35,SUNDERLAND,Arsenal,0,0
35,Leicester City,SWANSEA,4,0
35,Tottenham,WEST BROM,1,1
35,West Ham,Man United,3,2
35,NORWICH,WATFORD,4,2
36,Newcastle,Crystal Palace,1,0
36,STOKE,SUNDERLAND,1,1
36,Everton,Bournemouth,2,1
36,WEST BROM,West Ham,0,3
36,WATFORD,Aston Villa,3,2
36,Arsenal,NORWICH,1,0
36,SWANSEA,Liverpool,3,1
36,Man United,Leicester City,1,1
36,Southampton,Man City,4,2
36,Chelsea,Tottenham,2,2
37,NORWICH,Man United,0,1
37,Bournemouth,WEST BROM,1,1
37,Aston Villa,Newcastle,0,0
37,SUNDERLAND,Chelsea,3,2
37,West Ham,SWANSEA,1,4
37,Crystal Palace,STOKE,2,1
37,Leicester City,Everton,3,1
37,Tottenham,Southampton,1,2
37,Liverpool,WATFORD,2,0
37,Man City,Arsenal,2,2
38,SWANSEA,Man City,1,1
38,Newcastle,Tottenham,5,1
38,Arsenal,Aston Villa,4,0
38,STOKE,West Ham,2,1
38,Chelsea,Leicester City,1,1
38,Everton,NORWICH,3,0
38,WEST BROM,Liverpool,1,1
38,Southampton,Crystal Palace,4,1
38,WATFORD,SUNDERLAND,2,2
38,Man United,Bournemouth,3,1
