round_number,home_team_name,away_team_name,home_team_goals,away_team_goals
1,Man United,Tottenham,1,0
1,Everton,WATFORD,2,2
1,NORWICH,Crystal Palace,1,3
1,Leicester City,SUNDERLAND,4,2
1,Bournemouth,Aston Villa,0,1
1,Chelsea,SWANSEA,2,2
1,Newcastle,Southampton,2,2
1,Arsenal,West Ham,0,2
1,STOKE,Liverpool,0,1
1,WEST BROM,Man City,0,3
2,Aston Villa,Man United,0,1
2,Southampton,Everton,0,3
2,SUNDERLAND,NORWICH,1,3
2,SWANSEA,Newcastle,2,0
2,Tottenham,STOKE,2,2
2,West Ham,Leicester City,1,2
2,WATFORD,WEST BROM,0,0
2,Crystal Palace,Arsenal,1,2
2,Man City,Chelsea,3,0
2,Liverpool,Bournemouth,1,0
3,Man United,Newcastle,0,0
3,SUNDERLAND,SWANSEA,1,1
3,NORWICH,STOKE,1,1
3,Leicester City,Tottenham,1,1
3,West Ham,Bournemouth,3,4
3,Crystal Palace,Aston Villa,2,1
3,WEST BROM,Chelsea,2,3
3,Everton,Man City,0,2
3,WATFORD,Southampton,0,0
3,Arsenal,Liverpool,0,0
4,Newcastle,Arsenal,0,1
4,Aston Villa,SUNDERLAND,2,2
4,Liverpool,West Ham,0,3
4,Man City,WATFORD,2,0
4,STOKE,WEST BROM,0,1
4,Chelsea,Crystal Palace,1,2
4,Bournemouth,Leicester City,1,1
4,Tottenham,Everton,0,0
4,Southampton,NORWICH,3,0
4,SWANSEA,Man United,2,1
5,Everton,Chelsea,3,1
5,Arsenal,STOKE,2,0
5,WEST BROM,Southampton,0,0
5,NORWICH,Bournemouth,3,1
5,Crystal Palace,Man City,0,1
5,WATFORD,SWANSEA,1,0
5,Man United,Liverpool,3,1
5,SUNDERLAND,Tottenham,0,1
5,Leicester City,Aston Villa,3,2
5,West Ham,Newcastle,2,0
6,Chelsea,Arsenal,2,0
6,Aston Villa,WEST BROM,0,1
6,SWANSEA,Everton,0,0
6,Newcastle,WATFORD,1,2
6,STOKE,Leicester City,2,2
6,Bournemouth,SUNDERLAND,2,0
6,Man City,West Ham,1,2
6,Tottenham,Crystal Palace,1,0
6,Liverpool,NORWICH,1,1
6,Southampton,Man United,2,3
7,Tottenham,Man City,4,1
7,Liverpool,Aston Villa,3,2
7,STOKE,Bournemouth,2,1
7,Man United,SUNDERLAND,3,0
7,Leicester City,Arsenal,2,5
7,West Ham,NORWICH,2,2
7,Southampton,SWANSEA,3,1
7,Newcastle,Chelsea,2,2
7,WATFORD,Crystal Palace,0,1
7,WEST BROM,Everton,2,3
8,Crystal Palace,WEST BROM,2,0
8,SUNDERLAND,West Ham,2,2
8,Man City,Newcastle,6,1
8,NORWICH,Leicester City,1,2
8,Bournemouth,WATFORD,1,1
8,Aston Villa,STOKE,0,1
8,Chelsea,Southampton,1,3
8,Everton,Liverpool,1,1
8,SWANSEA,Tottenham,2,2
8,Arsenal,Man United,3,0
9,Tottenham,Liverpool,0,0
9,Man City,Bournemouth,5,1
9,Chelsea,Aston Villa,2,0
9,Everton,Man United,0,3
9,WEST BROM,SUNDERLAND,1,0
9,Southampton,Leicester City,2,2
9,Crystal Palace,West Ham,1,3
9,WATFORD,Arsenal,0,3
9,Newcastle,NORWICH,6,2
9,SWANSEA,STOKE,0,1
10,Leicester City,Crystal Palace,1,0
10,West Ham,Chelsea,2,1
10,Aston Villa,SWANSEA,1,2
10,STOKE,WATFORD,0,2
10,NORWICH,WEST BROM,0,1
10,Arsenal,Everton,2,1
10,SUNDERLAND,Newcastle,3,0
10,Man United,Man City,0,0
10,Bournemouth,Tottenham,1,5
10,Liverpool,Southampton,1,1
11,Chelsea,Liverpool,1,3
11,Man City,NORWICH,2,1
11,SWANSEA,Arsenal,0,3
11,Newcastle,STOKE,0,0
11,WEST BROM,Leicester City,2,3
11,Crystal Palace,Man United,0,0
11,WATFORD,West Ham,2,0
11,Everton,SUNDERLAND,6,2
11,Southampton,Bournemouth,2,0
11,Tottenham,Aston Villa,3,1
12,Bournemouth,Newcastle,0,1
12,Man United,WEST BROM,2,0
12,NORWICH,SWANSEA,1,0
12,Leicester City,WATFORD,2,1
12,West Ham,Everton,1,1
12,SUNDERLAND,Southampton,0,1
12,STOKE,Chelsea,1,0
12,Aston Villa,Man City,0,0
12,Liverpool,Crystal Palace,1,2
12,Arsenal,Tottenham,1,1
13,WATFORD,Man United,1,2
13,Southampton,STOKE,0,1
13,SWANSEA,Bournemouth,2,2
13,Newcastle,Leicester City,0,3
13,Chelsea,NORWICH,1,0
13,Everton,Aston Villa,4,0
13,WEST BROM,Arsenal,2,1
13,Man City,Liverpool,1,4
13,Tottenham,West Ham,4,1
13,Crystal Palace,SUNDERLAND,0,1
14,Aston Villa,WATFORD,2,3
14,SUNDERLAND,STOKE,2,0
14,Man City,Southampton,3,1
14,Crystal Palace,Newcastle,5,1
14,Bournemouth,Everton,3,3
14,Leicester City,Man United,1,1
14,Tottenham,Chelsea,0,0
14,West Ham,WEST BROM,1,1
14,Liverpool,SWANSEA,1,0
14,NORWICH,Arsenal,1,1
15,STOKE,Man City,2,0
15,SWANSEA,Leicester City,0,3
15,Arsenal,SUNDERLAND,3,1
15,WEST BROM,Tottenham,1,1
15,Man United,West Ham,0,0
15,Southampton,Aston Villa,1,1
15,WATFORD,NORWICH,2,0
15,Chelsea,Bournemouth,0,1
15,Newcastle,Liverpool,2,0
15,Everton,Crystal Palace,1,1
16,NORWICH,Everton,1,1
16,SUNDERLAND,WATFORD,0,1
