round_number,home_team_name,away_team_name,home_team_goals,away_team_goals
7,SHEFFIELD UTD,Man City,0,1
7,BURNLEY,Chelsea,0,3
7,Liverpool,West Ham,2,1
7,Aston Villa,Southampton,3,4
7,Newcastle,Everton,2,1
7,Man United,Arsenal,0,1
7,Tottenham,Brighton Hove,2,1
7,Fulham,WEST BROM,2,0
7,LEEDS UTD,Leicester City,1,4
8,Brighton Hove,BURNLEY,0,0
8,Southampton,Newcastle,2,0
8,Everton,Man United,1,3
8,Crystal Palace,LEEDS UTD,4,1
8,Chelsea,SHEFFIELD UTD,4,1
8,West Ham,Fulham,1,0
8,WEST BROM,Tottenham,0,1
8,Leicester City,Wolverhampton,1,0
8,Man City,Liverpool,1,1
8,Arsenal,Aston Villa,0,3
9,Newcastle,Chelsea,0,2
9,Aston Villa,Brighton Hove,1,2
9,Tottenham,Man City,2,0
9,Man United,WEST BROM,1,0
9,Fulham,Everton,2,3
9,SHEFFIELD UTD,West Ham,0,1
9,LEEDS UTD,Arsenal,0,0
9,Liverpool,Leicester City,3,0
9,BURNLEY,Crystal Palace,1,0
9,Wolverhampton,Southampton,1,1
10,Crystal Palace,Newcastle,0,2
10,Brighton Hove,Liverpool,1,1
10,Man City,BURNLEY,5,0
10,Everton,LEEDS UTD,0,1
10,WEST BROM,SHEFFIELD UTD,1,0
10,Southampton,Man United,2,3
10,Chelsea,Tottenham,0,0
10,Arsenal,Wolverhampton,1,2
10,Leicester City,Fulham,1,2
10,West Ham,Aston Villa,2,1
11,BURNLEY,Everton,1,1
11,Man City,Fulham,2,0
11,West Ham,Man United,1,3
11,Chelsea,LEEDS UTD,3,1
11,WEST BROM,Crystal Palace,1,5
11,SHEFFIELD UTD,Leicester City,1,2
11,Tottenham,Arsenal,2,0
11,Liverpool,Wolverhampton,4,0
11,Brighton Hove,Southampton,1,2
11,Aston Villa,Newcastle,2,0
12,LEEDS UTD,West Ham,1,2
12,Wolverhampton,Aston Villa,0,1
12,Newcastle,WEST BROM,2,1
12,Man United,Man City,0,0
12,Everton,Chelsea,1,0
12,Southampton,SHEFFIELD UTD,3,0
12,Crystal Palace,Tottenham,1,1
12,Fulham,Liverpool,1,1
12,Arsenal,BURNLEY,0,1
12,Leicester City,Brighton Hove,3,0
13,Wolverhampton,Chelsea,2,1
13,Man City,WEST BROM,1,1
13,Arsenal,Southampton,1,1
13,Leicester City,Everton,0,2
13,LEEDS UTD,Newcastle,5,2
13,Liverpool,Tottenham,2,1
13,Fulham,Brighton Hove,0,0
13,West Ham,Crystal Palace,1,1
13,Aston Villa,BURNLEY,0,0
13,SHEFFIELD UTD,Man United,2,3
14,Crystal Palace,Liverpool,0,7
14,Southampton,Man City,0,1
14,Everton,Arsenal,2,1
14,Newcastle,Fulham,1,1
14,Brighton Hove,SHEFFIELD UTD,1,1
14,Tottenham,Leicester City,0,2
14,Man United,LEEDS UTD,6,2
14,WEST BROM,Aston Villa,0,3
14,BURNLEY,Wolverhampton,2,1
14,Chelsea,West Ham,3,0
15,Leicester City,Man United,2,2
15,Aston Villa,Crystal Palace,3,0
15,Fulham,Southampton,0,0
15,Arsenal,Chelsea,3,1
15,Man City,Newcastle,2,0
15,SHEFFIELD UTD,Everton,0,1
15,LEEDS UTD,BURNLEY,1,0
15,West Ham,Brighton Hove,2,2
15,Liverpool,WEST BROM,1,1
15,Wolverhampton,Tottenham,1,1
16,Crystal Palace,Leicester City,1,1
16,Chelsea,Aston Villa,1,1
16,Brighton Hove,Arsenal,0,1
16,WEST BROM,LEEDS UTD,0,5
16,BURNLEY,SHEFFIELD UTD,1,0
16,Southampton,West Ham,0,0
16,Man United,Wolverhampton,1,0
16,Newcastle,Liverpool,0,0
16,Tottenham,Fulham,1,1
16,Everton,Man City,1,3
17,Everton,West Ham,0,1
17,Man United,Aston Villa,2,1
17,Tottenham,LEEDS UTD,3,0
17,Crystal Palace,SHEFFIELD UTD,2,0
17,Brighton Hove,Wolverhampton,3,3
17,WEST BROM,Arsenal,0,4
17,Newcastle,Leicester City,1,2
17,Chelsea,Man City,1,3
17,Southampton,Liverpool,1,0
17,BURNLEY,Fulham,1,1
18,SHEFFIELD UTD,Newcastle,1,0
18,Wolverhampton,Everton,1,2
18,Man City,Brighton Hove,1,0
18,Arsenal,Crystal Palace,0,0
18,West Ham,WEST BROM,2,1
18,Leicester City,Chelsea,2,0
18,Fulham,Man United,1,2
18,Liverpool,BURNLEY,0,1
18,LEEDS UTD,Southampton,3,0
18,Aston Villa,Tottenham,0,2
19,Wolverhampton,WEST BROM,2,3
19,West Ham,BURNLEY,1,0
19,LEEDS UTD,Brighton Hove,0,1
19,Fulham,Chelsea,0,1
19,Leicester City,Southampton,2,0
19,SHEFFIELD UTD,Tottenham,1,3
19,Liverpool,Man United,0,0
19,Man City,Crystal Palace,4,0
19,Arsenal,Newcastle,3,0
19,Aston Villa,Everton,0,0
20,Newcastle,LEEDS UTD,1,2
20,Crystal Palace,West Ham,2,3
20,Southampton,Arsenal,1,3
20,WEST BROM,Man City,0,5
20,Chelsea,Wolverhampton,0,0
20,BURNLEY,Aston Villa,3,2
20,Brighton Hove,Fulham,0,0
20,Man United,SHEFFIELD UTD,1,2
20,Everton,Leicester City,1,1
20,Tottenham,Liverpool,1,3
21,Everton,Newcastle,0,2
21,Crystal Palace,Wolverhampton,1,0
21,Man City,SHEFFIELD UTD,1,0
21,WEST BROM,Fulham,2,2
21,Arsenal,Man United,0,0
21,Southampton,Aston Villa,0,1
21,Chelsea,BURNLEY,2,0
21,Leicester City,LEEDS UTD,1,3
21,West Ham,Liverpool,1,3
21,Brighton Hove,Tottenham,1,0
22,Wolverhampton,Arsenal,2,1
22,SHEFFIELD UTD,WEST BROM,2,1
22,Man United,Southampton,9,0
22,Newcastle,Crystal Palace,1,2
22,Fulham,Leicester City,0,2
22,BURNLEY,Man City,0,2
22,LEEDS UTD,Everton,1,2
22,Aston Villa,West Ham,1,3
22,Liverpool,Brighton Hove,0,1
22,Tottenham,Chelsea,0,1
23,Aston Villa,Arsenal,1,0
23,BURNLEY,Brighton Hove,1,1
23,Newcastle,Southampton,3,2
23,Fulham,West Ham,0,0
23,Man United,Everton,3,3
23,Tottenham,WEST BROM,2,0
23,Wolverhampton,Leicester City,0,0
23,Liverpool,Man City,1,4
23,SHEFFIELD UTD,Chelsea,1,2
23,LEEDS UTD,Crystal Palace,2,0
24,Leicester City,Liverpool,3,1
24,Crystal Palace,BURNLEY,0,3
24,Man City,Tottenham,3,0
24,Brighton Hove,Aston Villa,0,0
24,Southampton,Wolverhampton,1,2
24,WEST BROM,Man United,1,1
24,Arsenal,LEEDS UTD,4,2
24,Everton,Fulham,0,2
24,West Ham,SHEFFIELD UTD,3,0
24,Chelsea,Newcastle,2,0
25,Wolverhampton,LEEDS UTD,1,0
25,Southampton,Chelsea,1,1
25,BURNLEY,WEST BROM,0,0
25,Liverpool,Everton,0,2
25,Fulham,SHEFFIELD UTD,1,0
25,West Ham,Tottenham,2,1
25,Aston Villa,Leicester City,1,2
25,Arsenal,Man City,0,1
25,Man United,Newcastle,3,1
25,Brighton Hove,Crystal Palace,1,2
26,Man City,West Ham,2,1
26,WEST BROM,Brighton Hove,1,0
26,LEEDS UTD,Aston Villa,0,1
26,Newcastle,Wolverhampton,1,1
26,Leicester City,Arsenal,1,3
26,Crystal Palace,Fulham,0,0
26,Tottenham,BURNLEY,4,0
26,Chelsea,Man United,0,0
26,SHEFFIELD UTD,Liverpool,0,2
26,Everton,Southampton,1,0
27,BURNLEY,Arsenal,1,1
27,SHEFFIELD UTD,Southampton,0,2
27,Aston Villa,Wolverhampton,0,0
27,Brighton Hove,Leicester City,1,2
27,WEST BROM,Newcastle,0,0
27,Liverpool,Fulham,0,1
27,Man City,Man United,0,2
27,Tottenham,Crystal Palace,4,1
27,Chelsea,Everton,2,0
27,West Ham,LEEDS UTD,2,0
28,Newcastle,Aston Villa,1,1
28,LEEDS UTD,Chelsea,0,0
28,Crystal Palace,WEST BROM,1,0
28,Everton,BURNLEY,1,2
28,Fulham,Man City,0,3
28,Southampton,Brighton Hove,1,2
28,Leicester City,SHEFFIELD UTD,5,0
28,Arsenal,Tottenham,2,1
28,Man United,West Ham,1,0
28,Wolverhampton,Liverpool,0,1
29,Man City,Wolverhampton,4,1
29,SHEFFIELD UTD,Aston Villa,1,0
29,BURNLEY,Leicester City,1,1
29,Crystal Palace,Man United,0,0
29,WEST BROM,Everton,0,1
29,Liverpool,Chelsea,0,1
29,Fulham,LEEDS UTD,1,2
29,Brighton Hove,Newcastle,3,0
29,West Ham,Arsenal,3,3
29,Tottenham,Southampton,2,1
30,Chelsea,WEST BROM,2,5
30,LEEDS UTD,SHEFFIELD UTD,2,1
30,Leicester City,Man City,0,2
30,Arsenal,Liverpool,0,3
30,Southampton,BURNLEY,3,2
30,Newcastle,Tottenham,2,2
30,Aston Villa,Fulham,3,1
30,Man United,Brighton Hove,2,1
30,Everton,Crystal Palace,1,1
30,Wolverhampton,West Ham,2,3
31,Fulham,Wolverhampton,0,1
31,Man City,LEEDS UTD,1,2
31,Liverpool,Aston Villa,2,1
31,Crystal Palace,Chelsea,1,4
31,BURNLEY,Newcastle,1,2
31,West Ham,Leicester City,3,2
31,Tottenham,Man United,1,3
31,SHEFFIELD UTD,Arsenal,0,3
31,WEST BROM,Southampton,3,0
31,Brighton Hove,Everton,0,0
32,Everton,Tottenham,2,2
32,Newcastle,West Ham,3,2
32,Wolverhampton,SHEFFIELD UTD,1,0
32,Arsenal,Fulham,1,1
32,Man United,BURNLEY,3,1
32,LEEDS UTD,Liverpool,1,1
32,Chelsea,Brighton Hove,0,0
32,Aston Villa,Man City,1,2
32,Leicester City,WEST BROM,3,0
32,Southampton,Crystal Palace,3,1
33,Fulham,Tottenham,0,1
33,Man City,Southampton,5,2
33,Arsenal,Everton,0,1
33,Liverpool,Newcastle,1,1
33,West Ham,Chelsea,0,1
33,SHEFFIELD UTD,Brighton Hove,1,0
33,Wolverhampton,BURNLEY,0,4
33,LEEDS UTD,Man United,0,0
33,Aston Villa,WEST BROM,2,2
33,Leicester City,Crystal Palace,2,1
34,Southampton,Leicester City,1,1
34,Crystal Palace,Man City,0,2
34,Brighton Hove,LEEDS UTD,2,0
34,Chelsea,Fulham,2,0
34,Everton,Aston Villa,1,2
34,Newcastle,Arsenal,0,2
34,Tottenham,SHEFFIELD UTD,4,0
34,WEST BROM,Wolverhampton,1,1
34,BURNLEY,West Ham,1,2
34,Man United,Liverpool,2,4
35,Leicester City,Newcastle,2,4
35,LEEDS UTD,Tottenham,3,1
35,SHEFFIELD UTD,Crystal Palace,0,2
35,Man City,Chelsea,1,2
35,Liverpool,Southampton,2,0
35,Wolverhampton,Brighton Hove,2,1
35,Aston Villa,Man United,1,3
35,West Ham,Everton,0,1
35,Arsenal,WEST BROM,3,1
35,Fulham,BURNLEY,0,2
36,Man United,Leicester City,1,2
36,Chelsea,Arsenal,0,1
36,Newcastle,Man City,3,4
36,BURNLEY,LEEDS UTD,0,4
36,Southampton,Fulham,3,1
36,Brighton Hove,West Ham,1,1
36,Crystal Palace,Aston Villa,3,2
36,Tottenham,Wolverhampton,2,0
36,WEST BROM,Liverpool,1,2
36,Everton,SHEFFIELD UTD,0,1
37,Man United,Fulham,1,1
37,Southampton,LEEDS UTD,0,2
37,Brighton Hove,Man City,3,2
37,Chelsea,Leicester City,2,1
37,Newcastle,SHEFFIELD UTD,1,0
37,Tottenham,Aston Villa,1,2
37,Everton,Wolverhampton,1,0
37,Crystal Palace,Arsenal,1,3
37,WEST BROM,West Ham,1,3
37,BURNLEY,Liverpool,0,3
38,Wolverhampton,Man United,1,2
38,Fulham,Newcastle,0,2
38,Aston Villa,Chelsea,2,1
38,Liverpool,Crystal Palace,2,0
38,Man City,Everton,5,0
38,Arsenal,Brighton Hove,2,0
38,SHEFFIELD UTD,BURNLEY,1,0
38,Leicester City,Tottenham,2,4
38,West Ham,Southampton,3,0
38,LEEDS UTD,WEST BROM,3,1
